train/loss,train/acc,epoch,step,val/loss,val/acc
2.1806955337524414,0.1875,0,49,,
1.9810155630111694,0.28125,0,99,,
1.4762029647827148,0.375,0,149,,
1.286108136177063,0.625,0,199,,
1.3221070766448975,0.53125,0,249,,
1.3122478723526,0.59375,0,299,,
0.9777909517288208,0.75,0,349,,
1.1001527309417725,0.71875,0,399,,
0.8710172772407532,0.84375,0,449,,
0.772919774055481,0.84375,0,499,,
0.6445683836936951,0.71875,0,549,,
0.5437856316566467,0.875,0,599,,
0.6083781123161316,0.75,0,649,,
0.5468772649765015,0.875,0,699,,
0.6200748085975647,0.78125,0,749,,
0.8540952801704407,0.75,0,799,,
0.6510036587715149,0.8125,0,849,,
0.7299221754074097,0.8125,0,899,,
0.6345215439796448,0.84375,0,949,,
0.40772002935409546,0.875,0,999,,
0.36904633045196533,0.90625,0,1049,,
0.44884392619132996,0.90625,0,1099,,
0.45150163769721985,0.78125,0,1149,,
0.21440233290195465,0.96875,0,1199,,
0.35147956013679504,0.90625,0,1249,,
0.18142932653427124,0.96875,0,1299,,
0.27125096321105957,0.9375,0,1349,,
0.158835768699646,0.96875,0,1399,,
0.39865997433662415,0.8125,0,1449,,
0.28801625967025757,0.9375,0,1499,,
0.37183403968811035,0.84375,0,1549,,
0.22470475733280182,0.9375,0,1599,,
0.17229537665843964,0.9375,0,1649,,
0.3995581269264221,0.90625,0,1699,,
,,,0,0.27955299615859985,0.875
,,,1,0.25394514203071594,0.90625
,,,2,0.40295320749282837,0.875
,,,3,0.2901071608066559,0.90625
,,,4,0.4372192919254303,0.84375
,,,5,0.4473976492881775,0.84375
,,,6,0.30473312735557556,0.90625
,,,7,0.4754052758216858,0.84375
,,,8,0.3058195114135742,0.875
,,,9,0.4454996883869171,0.90625
,,,10,0.1031038835644722,1.0
,,,11,0.9079592823982239,0.875
,,,12,0.35275524854660034,0.875
,,,13,0.34367701411247253,0.84375
,,,14,0.20133885741233826,0.9375
,,,15,0.6639037132263184,0.84375
,,,16,0.3125535249710083,0.84375
,,,17,0.13840988278388977,0.96875
,,,18,0.6363897919654846,0.84375
,,,19,0.28554046154022217,0.9375
,,,20,0.457225501537323,0.84375
,,,21,0.12977944314479828,0.96875
,,,22,0.44669947028160095,0.90625
,,,23,0.2773040533065796,0.9375
,,,24,0.32234859466552734,0.90625
,,,25,0.3258013129234314,0.90625
,,,26,0.19330596923828125,0.9375
,,,27,0.2670949399471283,0.96875
,,,28,0.6058288812637329,0.8125
,,,29,0.2390705943107605,0.9375
,,,30,0.15925273299217224,0.96875
,,,31,0.7033615708351135,0.78125
,,,32,0.3030206561088562,0.90625
,,,33,0.4738423824310303,0.90625
,,,34,0.4373288154602051,0.84375
,,,35,0.37306854128837585,0.8125
,,,36,0.33365046977996826,0.90625
,,,37,0.4494481086730957,0.8125
,,,38,0.4971798360347748,0.875
,,,39,0.34735822677612305,0.875
,,,40,0.319654643535614,0.90625
,,,41,0.5322698950767517,0.875
,,,42,0.36106258630752563,0.9375
,,,43,0.5257155299186707,0.875
,,,44,0.2713296115398407,0.90625
,,,45,0.22762741148471832,0.90625
,,,46,0.6018539071083069,0.78125
,,,47,0.4044855535030365,0.9375
,,,48,0.2517874240875244,0.875
,,,49,0.5251018404960632,0.8125
,,,50,0.5379992127418518,0.8125
,,,51,0.46846362948417664,0.8125
,,,52,0.40124255418777466,0.875
,,,53,0.3276407718658447,0.84375
,,,54,0.374534010887146,0.8125
,,,55,0.8894628286361694,0.84375
,,,56,0.1213316023349762,1.0
,,,57,0.34714654088020325,0.875
,,,58,0.16157002747058868,0.96875
,,,59,0.26734036207199097,0.96875
,,,60,0.2917722761631012,0.90625
,,,61,0.22770476341247559,0.90625
,,,62,0.09312773495912552,1.0
,,,63,0.595022439956665,0.78125
,,,64,0.3629540205001831,0.90625
,,,65,0.5281798243522644,0.875
,,,66,0.17439043521881104,0.96875
,,,67,0.4230615794658661,0.84375
,,,68,0.13136032223701477,1.0
,,,69,0.4427228271961212,0.8125
,,,70,0.21686458587646484,0.90625
,,,71,0.3461451828479767,0.90625
,,,72,0.26741087436676025,0.90625
,,,73,0.38877567648887634,0.875
,,,74,0.33597639203071594,0.90625
,,,75,0.4927784502506256,0.8125
,,,76,0.48929208517074585,0.875
,,,77,0.32743722200393677,0.875
,,,78,0.498469740152359,0.875
,,,79,0.21996799111366272,0.9375
,,,80,0.37748774886131287,0.875
,,,81,0.3007809519767761,0.90625
,,,82,0.414005845785141,0.84375
,,,83,0.37155190110206604,0.90625
,,,84,0.17820043861865997,0.96875
,,,85,0.6161401867866516,0.75
,,,86,0.19920209050178528,0.90625
,,,87,0.6584248542785645,0.84375
,,,88,0.26519355177879333,0.90625
,,,89,0.6987731456756592,0.78125
,,,90,0.36292871832847595,0.875
,,,91,0.3598310351371765,0.78125
,,,92,0.48141905665397644,0.875
,,,93,0.2510349154472351,0.9375
,,,94,0.4180620014667511,0.90625
,,,95,0.7131671905517578,0.84375
,,,96,0.20938482880592346,0.9375
,,,97,0.20406168699264526,0.96875
,,,98,0.3009311556816101,0.90625
,,,99,0.185562402009964,0.9375
,,,100,0.28873211145401,0.875
,,,101,0.4911767840385437,0.875
,,,102,0.32374897599220276,0.875
,,,103,0.2678665518760681,0.9375
,,,104,0.20426899194717407,0.96875
,,,105,0.41639021039009094,0.875
,,,106,0.7267426252365112,0.84375
,,,107,0.1887267380952835,0.96875
,,,108,0.39578279852867126,0.9375
,,,109,0.16524243354797363,0.90625
,,,110,0.24966923892498016,0.9375
,,,111,0.49247199296951294,0.8125
,,,112,0.27118608355522156,0.84375
,,,113,0.2593234181404114,0.90625
,,,114,0.33245593309402466,0.90625
,,,115,0.32608741521835327,0.9375
,,,116,0.43507254123687744,0.84375
,,,117,0.4056818187236786,0.875
,,,118,0.489702045917511,0.75
,,,119,0.33307379484176636,0.875
,,,120,0.36591652035713196,0.8125
,,,121,0.5029039978981018,0.84375
,,,122,0.29319044947624207,0.90625
,,,123,0.19238293170928955,0.9375
,,,124,0.4065200984477997,0.84375
,,,125,0.38069280982017517,0.90625
,,,126,0.2958052158355713,0.90625
,,,127,0.17656129598617554,0.9375
,,,128,0.6514741778373718,0.78125
,,,129,0.19727307558059692,0.9375
,,,130,0.3505774736404419,0.90625
,,,131,0.38160252571105957,0.8125
,,,132,0.2599260210990906,0.90625
,,,133,0.30369311571121216,0.9375
,,,134,0.26479873061180115,0.90625
,,,135,0.3271446228027344,0.90625
,,,136,0.5624398589134216,0.875
,,,137,0.7633995413780212,0.78125
,,,138,0.52544766664505,0.875
,,,139,0.22443898022174835,0.96875
,,,140,0.1475561559200287,1.0
,,,141,0.4767788052558899,0.875
,,,142,0.1400422602891922,0.96875
,,,143,0.23424120247364044,0.90625
,,,144,0.32788708806037903,0.90625
,,,145,0.35084354877471924,0.9375
,,,146,0.4780212342739105,0.8125
,,,147,0.46193042397499084,0.875
,,,148,0.18801546096801758,0.9375
,,,149,0.20538021624088287,0.9375
,,,150,0.4444977045059204,0.78125
,,,151,0.4106588661670685,0.8125
,,,152,0.28934377431869507,0.9375
,,,153,0.5895959138870239,0.8125
,,,154,0.12942878901958466,0.96875
,,,155,0.36136698722839355,0.9375
,,,156,0.8528821468353271,0.75
0.3722118139266968,0.90625,1,1749,,
0.09057503193616867,1.0,1,1799,,
0.37274736166000366,0.875,1,1849,,
0.8481256365776062,0.8125,1,1899,,
0.26000475883483887,0.9375,1,1949,,
0.4382590055465698,0.875,1,1999,,
0.14227379858493805,0.96875,1,2049,,
0.11259044706821442,0.96875,1,2099,,
0.1286998987197876,0.96875,1,2149,,
0.3764696419239044,0.9375,1,2199,,
0.23060479760169983,0.9375,1,2249,,
0.2560785114765167,0.90625,1,2299,,
0.11520428955554962,0.96875,1,2349,,
0.273356169462204,0.90625,1,2399,,
0.22531771659851074,0.90625,1,2449,,
0.27099767327308655,0.90625,1,2499,,
0.26189956068992615,0.90625,1,2549,,
0.2262931615114212,0.90625,1,2599,,
0.18853619694709778,0.875,1,2649,,
0.3385653495788574,0.875,1,2699,,
0.3164391815662384,0.9375,1,2749,,
0.2250743955373764,0.90625,1,2799,,
0.06899970024824142,1.0,1,2849,,
0.2626066207885742,0.90625,1,2899,,
0.21037648618221283,0.9375,1,2949,,
0.07191991806030273,0.96875,1,2999,,
0.1547398716211319,0.96875,1,3049,,
0.13388481736183167,0.96875,1,3099,,
0.18907690048217773,0.9375,1,3149,,
0.2134636789560318,0.96875,1,3199,,
0.16924086213111877,0.9375,1,3249,,
0.1597609966993332,0.9375,1,3299,,
0.21448391675949097,0.9375,1,3349,,
0.4636586904525757,0.84375,1,3399,,
,,,157,0.10482494533061981,1.0
,,,158,0.10062914341688156,1.0
,,,159,0.19462352991104126,0.9375
,,,160,0.17167344689369202,0.9375
,,,161,0.29572537541389465,0.875
,,,162,0.2492293417453766,0.90625
,,,163,0.12525317072868347,0.96875
,,,164,0.4209856390953064,0.90625
,,,165,0.15942423045635223,0.9375
,,,166,0.27089983224868774,0.90625
,,,167,0.040714576840400696,1.0
,,,168,0.6665797829627991,0.875
,,,169,0.1999826580286026,0.90625
,,,170,0.3110966384410858,0.90625
,,,171,0.13682672381401062,0.96875
,,,172,0.43747231364250183,0.9375
,,,173,0.14715364575386047,0.9375
,,,174,0.12441274523735046,0.96875
,,,175,0.5482197403907776,0.875
,,,176,0.12721505761146545,0.96875
,,,177,0.30311939120292664,0.9375
,,,178,0.09894856065511703,0.96875
,,,179,0.3864864110946655,0.90625
,,,180,0.19334536790847778,0.9375
,,,181,0.26447340846061707,0.90625
,,,182,0.2037329226732254,0.96875
,,,183,0.09330186247825623,1.0
,,,184,0.1570926010608673,0.96875
,,,185,0.5366328954696655,0.78125
,,,186,0.15037605166435242,0.96875
,,,187,0.11701956391334534,0.96875
,,,188,0.48781782388687134,0.84375
,,,189,0.20749984681606293,0.96875
,,,190,0.5584699511528015,0.875
,,,191,0.308816134929657,0.90625
,,,192,0.2233063280582428,0.90625
,,,193,0.24404095113277435,0.90625
,,,194,0.2510499954223633,0.90625
,,,195,0.2668987214565277,0.875
,,,196,0.29347357153892517,0.90625
,,,197,0.1499190479516983,0.96875
,,,198,0.34243878722190857,0.875
,,,199,0.21165351569652557,0.9375
,,,200,0.5086905360221863,0.90625
,,,201,0.1363891214132309,0.9375
,,,202,0.09336977452039719,0.96875
,,,203,0.4725663661956787,0.875
,,,204,0.3086429238319397,0.9375
,,,205,0.17971202731132507,0.9375
,,,206,0.29712724685668945,0.9375
,,,207,0.381028413772583,0.84375
,,,208,0.2695384621620178,0.90625
,,,209,0.308834969997406,0.90625
,,,210,0.15601173043251038,0.96875
,,,211,0.1926511526107788,0.96875
,,,212,0.6572400331497192,0.84375
,,,213,0.055296391248703,1.0
,,,214,0.22265119850635529,0.9375
,,,215,0.13679954409599304,0.96875
,,,216,0.17699094116687775,0.96875
,,,217,0.25076135993003845,0.9375
,,,218,0.11155076324939728,0.96875
,,,219,0.05679672211408615,1.0
,,,220,0.3367782533168793,0.90625
,,,221,0.3288879096508026,0.90625
,,,222,0.3586336672306061,0.9375
,,,223,0.09344259649515152,1.0
,,,224,0.21641525626182556,0.9375
,,,225,0.07414943724870682,1.0
,,,226,0.20146429538726807,0.90625
,,,227,0.15841148793697357,0.9375
,,,228,0.13132579624652863,0.96875
,,,229,0.16383235156536102,0.96875
,,,230,0.3037850856781006,0.90625
,,,231,0.23778535425662994,0.875
,,,232,0.3029133677482605,0.90625
,,,233,0.3038484752178192,0.875
,,,234,0.16982215642929077,0.96875
,,,235,0.3703424632549286,0.90625
,,,236,0.09803008288145065,1.0
,,,237,0.17399033904075623,0.9375
,,,238,0.1929084062576294,0.9375
,,,239,0.31511956453323364,0.90625
,,,240,0.22672629356384277,0.90625
,,,241,0.0810491070151329,0.96875
,,,242,0.3755480647087097,0.84375
,,,243,0.1268749237060547,0.9375
,,,244,0.5050956606864929,0.875
,,,245,0.1950370967388153,0.90625
,,,246,0.6151251792907715,0.8125
,,,247,0.3164627254009247,0.90625
,,,248,0.19555404782295227,0.90625
,,,249,0.34186944365501404,0.875
,,,250,0.21664561331272125,0.90625
,,,251,0.29690682888031006,0.875
,,,252,0.5162802934646606,0.875
,,,253,0.15815910696983337,0.9375
,,,254,0.1185205727815628,0.96875
,,,255,0.17100673913955688,0.96875
,,,256,0.10777802020311356,1.0
,,,257,0.14362286031246185,0.9375
,,,258,0.23192547261714935,0.9375
,,,259,0.20830398797988892,0.90625
,,,260,0.13334929943084717,1.0
,,,261,0.12185636907815933,0.96875
,,,262,0.21142201125621796,0.90625
,,,263,0.5661472678184509,0.8125
,,,264,0.1394430249929428,0.96875
,,,265,0.26639777421951294,0.9375
,,,266,0.09623181074857712,0.96875
,,,267,0.17582967877388,0.96875
,,,268,0.47638261318206787,0.8125
,,,269,0.10756534337997437,1.0
,,,270,0.18624457716941833,0.90625
,,,271,0.1114618331193924,0.96875
,,,272,0.3213491439819336,0.90625
,,,273,0.305429607629776,0.90625
,,,274,0.3074702024459839,0.9375
,,,275,0.26798662543296814,0.875
,,,276,0.25195008516311646,0.875
,,,277,0.2649780213832855,0.9375
,,,278,0.43566545844078064,0.875
,,,279,0.23234286904335022,0.9375
,,,280,0.10634700953960419,0.96875
,,,281,0.25750067830085754,0.90625
,,,282,0.258414089679718,0.875
,,,283,0.19792675971984863,0.90625
,,,284,0.08858462423086166,0.96875
,,,285,0.5449352860450745,0.78125
,,,286,0.0982738509774208,0.96875
,,,287,0.24483589828014374,0.875
,,,288,0.30941247940063477,0.84375
,,,289,0.16335730254650116,0.90625
,,,290,0.3071870505809784,0.9375
,,,291,0.16218401491641998,0.9375
,,,292,0.24650859832763672,0.90625
,,,293,0.44892361760139465,0.9375
,,,294,0.6505700945854187,0.8125
,,,295,0.2797068655490875,0.875
,,,296,0.09963102638721466,1.0
,,,297,0.12184140086174011,0.96875
,,,298,0.367865651845932,0.875
,,,299,0.0806717649102211,0.96875
,,,300,0.12851238250732422,0.9375
,,,301,0.3471713066101074,0.875
,,,302,0.25272929668426514,0.9375
,,,303,0.26458513736724854,0.90625
,,,304,0.3762504756450653,0.875
,,,305,0.16343697905540466,0.90625
,,,306,0.10726118832826614,1.0
,,,307,0.3603350818157196,0.875
,,,308,0.3471502661705017,0.84375
,,,309,0.22620494663715363,0.9375
,,,310,0.35659313201904297,0.90625
,,,311,0.09610078483819962,0.96875
,,,312,0.16647110879421234,0.9375
,,,313,0.51399165391922,0.875
0.29669293761253357,0.84375,2,3449,,
0.13940928876399994,0.96875,2,3499,,
0.14410598576068878,0.96875,2,3549,,
0.19694934785366058,0.90625,2,3599,,
0.2180633693933487,0.9375,2,3649,,
0.09415744990110397,0.96875,2,3699,,
0.08136676251888275,0.96875,2,3749,,
0.07785104960203171,1.0,2,3799,,
0.04481899365782738,1.0,2,3849,,
0.30519843101501465,0.9375,2,3899,,
0.42888373136520386,0.9375,2,3949,,
0.23590824007987976,0.90625,2,3999,,
0.1933799386024475,0.90625,2,4049,,
0.2807650864124298,0.875,2,4099,,
0.1203019991517067,0.96875,2,4149,,
0.20776745676994324,0.90625,2,4199,,
0.2730411887168884,0.90625,2,4249,,
0.14670084416866302,0.96875,2,4299,,
0.21489796042442322,0.9375,2,4349,,
0.35698220133781433,0.875,2,4399,,
0.10282168537378311,0.96875,2,4449,,
0.07650533318519592,0.96875,2,4499,,
0.23760296404361725,0.9375,2,4549,,
0.36575523018836975,0.875,2,4599,,
0.16044987738132477,0.96875,2,4649,,
0.058463700115680695,1.0,2,4699,,
0.22834892570972443,0.90625,2,4749,,
0.1707434505224228,0.9375,2,4799,,
0.2752084732055664,0.90625,2,4849,,
0.15443351864814758,0.9375,2,4899,,
0.17295920848846436,0.96875,2,4949,,
0.12004713714122772,0.96875,2,4999,,
0.08566642552614212,0.96875,2,5049,,
0.09891623258590698,0.9375,2,5099,,
0.2056378275156021,0.90625,2,5149,,
,,,314,0.06704244017601013,1.0
,,,315,0.07000797241926193,1.0
,,,316,0.11285489052534103,0.96875
,,,317,0.14078471064567566,0.9375
,,,318,0.24259111285209656,0.90625
,,,319,0.17978306114673615,0.9375
,,,320,0.06740573048591614,1.0
,,,321,0.2875524163246155,0.90625
,,,322,0.11055067181587219,0.96875
,,,323,0.17166383564472198,0.90625
,,,324,0.03712007775902748,1.0
,,,325,0.6051414608955383,0.90625
,,,326,0.1614949256181717,0.875
,,,327,0.2774556577205658,0.90625
,,,328,0.09828919917345047,0.96875
,,,329,0.3792201578617096,0.9375
,,,330,0.09534960240125656,0.96875
,,,331,0.10409940779209137,0.96875
,,,332,0.5112365484237671,0.84375
,,,333,0.0862489715218544,0.96875
,,,334,0.20486870408058167,0.96875
,,,335,0.0799354761838913,0.96875
,,,336,0.2844993472099304,0.90625
,,,337,0.130021870136261,0.96875
,,,338,0.2255420982837677,0.90625
,,,339,0.1522129476070404,0.96875
,,,340,0.08915450423955917,0.96875
,,,341,0.10201369225978851,0.96875
,,,342,0.4586215913295746,0.78125
,,,343,0.11361643671989441,0.96875
,,,344,0.10877374559640884,0.96875
,,,345,0.4052463173866272,0.90625
,,,346,0.16672325134277344,0.96875
,,,347,0.46698278188705444,0.875
,,,348,0.20968584716320038,0.96875
,,,349,0.1366095244884491,0.9375
,,,350,0.1979854702949524,0.90625
,,,351,0.1747942566871643,0.9375
,,,352,0.19057267904281616,0.9375
,,,353,0.25502026081085205,0.90625
,,,354,0.090281642973423,0.96875
,,,355,0.2943167984485626,0.875
,,,356,0.12762409448623657,0.96875
,,,357,0.4440954327583313,0.90625
,,,358,0.11576029658317566,0.96875
,,,359,0.06530462950468063,1.0
,,,360,0.3911142945289612,0.90625
,,,361,0.2775227129459381,0.90625
,,,362,0.15796542167663574,0.9375
,,,363,0.19701865315437317,0.9375
,,,364,0.2826606035232544,0.90625
,,,365,0.203477680683136,0.9375
,,,366,0.23495888710021973,0.9375
,,,367,0.08191072940826416,0.96875
,,,368,0.11083537340164185,1.0
,,,369,0.573148250579834,0.875
,,,370,0.03171989694237709,1.0
,,,371,0.1932709515094757,0.96875
,,,372,0.13809384405612946,0.96875
,,,373,0.1707688421010971,0.96875
,,,374,0.22606916725635529,0.96875
,,,375,0.06303802877664566,1.0
,,,376,0.04111003875732422,1.0
,,,377,0.29598838090896606,0.90625
,,,378,0.30947577953338623,0.96875
,,,379,0.29998186230659485,0.9375
,,,380,0.07990413159132004,1.0
,,,381,0.1769903004169464,0.9375
,,,382,0.05831923708319664,1.0
,,,383,0.12210439145565033,1.0
,,,384,0.09709655493497849,0.96875
,,,385,0.09812817722558975,0.96875
,,,386,0.09226981550455093,0.96875
,,,387,0.24775880575180054,0.9375
,,,388,0.1665828377008438,0.9375
,,,389,0.20844680070877075,0.96875
,,,390,0.234082892537117,0.9375
,,,391,0.09980753809213638,0.96875
,,,392,0.29619958996772766,0.9375
,,,393,0.061165716499090195,1.0
,,,394,0.08982191234827042,1.0
,,,395,0.11929039657115936,0.96875
,,,396,0.2632237672805786,0.90625
,,,397,0.1343241184949875,0.9375
,,,398,0.07274218648672104,0.96875
,,,399,0.27300599217414856,0.90625
,,,400,0.0836809054017067,0.96875
,,,401,0.4073604643344879,0.9375
,,,402,0.14864322543144226,0.90625
,,,403,0.3950119614601135,0.84375
,,,404,0.24191607534885406,0.9375
,,,405,0.1461908519268036,0.96875
,,,406,0.2589471638202667,0.90625
,,,407,0.17957139015197754,0.90625
,,,408,0.2308480441570282,0.875
,,,409,0.3674291670322418,0.875
,,,410,0.1504824161529541,0.9375
,,,411,0.07616784423589706,1.0
,,,412,0.11162997782230377,0.96875
,,,413,0.06496801972389221,1.0
,,,414,0.07479128986597061,1.0
,,,415,0.1398298442363739,0.9375
,,,416,0.1652756631374359,0.90625
,,,417,0.0838758796453476,1.0
,,,418,0.121678926050663,0.96875
,,,419,0.1311175674200058,0.9375
,,,420,0.4920230507850647,0.875
,,,421,0.10624029487371445,0.96875
,,,422,0.19359946250915527,0.9375
,,,423,0.07715506851673126,0.96875
,,,424,0.13916733860969543,0.96875
,,,425,0.40928539633750916,0.8125
,,,426,0.06103049963712692,1.0
,,,427,0.17690381407737732,0.9375
,,,428,0.047861840575933456,1.0
,,,429,0.27579620480537415,0.90625
,,,430,0.21835602819919586,0.9375
,,,431,0.2908685803413391,0.9375
,,,432,0.17559590935707092,0.96875
,,,433,0.19706864655017853,0.90625
,,,434,0.23340779542922974,0.9375
,,,435,0.39286008477211,0.875
,,,436,0.20569930970668793,0.9375
,,,437,0.06656482815742493,1.0
,,,438,0.16129156947135925,0.96875
,,,439,0.19279173016548157,0.9375
,,,440,0.19493825733661652,0.96875
,,,441,0.05228768661618233,1.0
,,,442,0.44326385855674744,0.875
,,,443,0.06109287589788437,0.96875
,,,444,0.20316056907176971,0.875
,,,445,0.27543923258781433,0.875
,,,446,0.12097283452749252,0.9375
,,,447,0.2721802890300751,0.96875
,,,448,0.11102789640426636,0.96875
,,,449,0.1905806064605713,0.90625
,,,450,0.3656972050666809,0.9375
,,,451,0.5480284094810486,0.8125
,,,452,0.195592001080513,0.9375
,,,453,0.0648307055234909,1.0
,,,454,0.09306322783231735,0.96875
,,,455,0.2544388771057129,0.90625
,,,456,0.05795055255293846,1.0
,,,457,0.06937964260578156,0.96875
,,,458,0.30627793073654175,0.875
,,,459,0.17159077525138855,0.9375
,,,460,0.19190151989459991,0.9375
,,,461,0.28724783658981323,0.875
,,,462,0.1389770805835724,0.90625
,,,463,0.059768494218587875,1.0
,,,464,0.3083432912826538,0.90625
,,,465,0.254411906003952,0.875
,,,466,0.19196559488773346,0.9375
,,,467,0.24552452564239502,0.96875
,,,468,0.05780884623527527,1.0
,,,469,0.0737001895904541,0.96875
,,,470,0.31928107142448425,0.875
